Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
stand,plan,1039,151,1
unloaded,revolver,1,69,1
revolver,hold,69,550,1
handle,clank,11,7,1
fire,straightway,253,3,1
room,lead,1129,267,2
call,kirillov,660,251,1
wall,face,183,1410,1
stand,kirillov,1039,251,1
hold,stiffly,550,7,1
head,raise,804,265,1
full,view,302,164,2
heart,begin,897,1745,4
sudden,rush,239,282,1
blind,fury,52,83,1
horrible,place,46,704,1
reach,kirillov,258,251,1
furious,rush,43,282,1
single,limb,73,16,1
candle,right,111,927,1
chin,twitch,25,35,2
smile,pass,734,521,2
guess,pyotr,153,834,1
coherent,impression,4,178,1
touch,kirillov,179,251,1
latter,bent,312,37,1
head,knock,804,137,1
fearful,pain,43,76,1
loud,shot,110,43,1
dark,porch,208,13,1
stand,deliberate,1039,14,1
vague,recollection,46,47,1
attack,fedka,128,56,1
red,box,159,73,1
left,lead,152,267,1
unopened,box,12,73,1
strike,kirillov,344,251,1
bitten,finger,4,192,2
open,casement,682,13,1
careful,look,57,2970,2
reason,walk,479,563,1
young,village,776,69,1
village,priest,69,96,2
last,bell,1586,88,1
send,liputin,591,235,1
erkel,bring,59,817,2
certain,destruction,460,23,1
observation,irritate,29,54,1
write,instruction,602,40,1
awful,funk,131,17,1
liputin,imago,235,3,1
bad,finger,376,192,3
sniff,round,6,493,2
country,place,109,704,1
stay,longer,341,89,2
second,bell,304,88,1
many,centre,532,23,1
cheerful,voice,42,588,1
man,shake,2546,194,2
man,whisper,2546,324,1
laugh,pyotr,1027,834,1
prince,k,1984,5,1
lieutenant,erkel,33,59,1
awful,ordeal,131,9,1
decent,fellow,37,375,3
real,millionaire,215,16,1
chief,guard,140,42,1
alacrity,transfer,9,12,1
erkel,help,59,383,1
third,bell,156,88,1
stepanovitch,hold,509,550,1
au,revoir,12,8,3
erkel,saw,59,589,1
young,swell,776,23,1
something,connect,1444,35,1
insane,enterprise,37,14,1
enterprise,draw,14,258,1
awful,night,131,587,3
nastasya,mention,123,176,1
death,sleep,260,222,1
nervous,man,102,2546,2
certain,desperation,460,7,1
terrible,sensation,241,98,1
sudden,solitude,239,33,1
clear,recognition,282,9,1
horror,await,95,80,1
something,proud,1444,139,1
accept,varvara,179,474,1
luxurious,provision,8,15,1
humble,dependent,55,18,1
fifty,year,102,871,5
fantastic,bent,60,37,1
strong,emotion,176,65,2
post,ticket,63,32,3
much,simpler,1227,5,3
simpler,way,5,1198,1
hire,horse,19,133,3
great,agony,1202,45,2
particular,town,98,549,2
eye,absurd,1211,109,1
question,crop,897,7,1
human,life,100,1043,4
human,dream,100,348,1
ticket,mean,32,1062,1
la,grande,42,2,1
unexpected,interview,101,82,1
road,pass,111,521,1
pass,half,521,387,1
distinct,consciousness,14,85,1
fine,rain,120,41,1
old,road,1356,111,1
endless,thread,11,36,1
bare,plain,43,48,1
perceptible,line,8,129,1
little,timid,1465,48,1
vague,sigh,46,70,1
bag,beside,67,231,1
umbrella,handle,23,11,1
sort,pass,699,521,1
feverish,procession,57,5,1
strange,fire,548,253,2
fancy,nastasya,331,123,1
regular,band,92,21,1
en,tout,20,25,3
tout,quarante,25,6,3
il,prendra,34,1,1
prendra,le,1,55,1
et,il,88,34,1
tuera,tout,1,25,1
reason,shut,479,91,1
little,horse,1465,133,1
pyotr,ilyitch,834,100,92
à,être,22,6,1
cart,tie,78,79,1
rassurant,au,1,12,1
cart,reach,78,258,1
solid,peasant,15,259,1
peasant,cart,259,78,1
stuff,sack,33,9,1
leg,hang,119,156,1
red,cow,159,15,1
woman,gaze,1047,289,1
trofimovitch,gaze,513,289,1
equal,wonder,65,246,1
pass,twenty,521,188,1
feel,safer,533,1,1
disconnect,thought,12,549,1
trofimovitch,glance,513,252,1
black,eyebrow,139,15,1
mournful,wonder,24,246,1
peasant,observe,259,415,1
intelligent,face,51,1410,2
reddish,beard,10,61,2
trofimovitch,parry,513,6,1
question,somehow,897,142,2
man,decide,2546,262,1
army,boot,36,77,1
inquisitive,woman,28,1047,1
trofimovitch,muse,513,19,1
genius,flash,52,142,1
head,teacher,804,74,2
comme,ça,21,6,1
bad,road,376,111,1
encore,mieux,2,4,1
peasant,stop,259,411,1
united,effort,9,97,1
effort,stepan,97,525,1
abnormal,weakness,12,52,1
mind,become,851,598,2
peasant,put,259,1071,1
last,spring,1586,80,4
die,round,426,493,1
trofimovitch,break,513,397,1
trofimovitch,cut,513,174,1
peasant,persist,259,58,2
woman,put,1047,1071,2
woman,decide,1047,262,1
peasant,tug,259,17,1
rare,interval,27,36,1
woman,exchange,1047,58,1
exchange,brief,58,58,1
large,village,201,69,1
village,scene,69,179,1
scene,seem,179,1349,1
peasant,invite,259,123,1
trofimovitch,mount,513,41,1
shaky,step,2,419,1
apprehensive,perplexity,11,49,1
elle,l,5,24,1
clean,peasant,67,259,1
foremost,corner,14,304,1
warm,room,79,1129,1
delicious,fragrance,5,5,1
hot,pancake,67,11,1
stove,tickle,29,5,1
large,plate,201,15,1
big,blue,111,61,1
blue,pattern,61,12,1
regular,peasant,92,259,3
peasant,pancake,259,11,1
hot,butter,67,3,1
delicious,pancake,5,11,1
trofimovitch,taste,513,59,1
tout,petit,25,8,2
trofimovitch,assent,513,46,1
blissful,smile,6,734,2
habitual,serenity,10,7,1
joyful,haste,20,213,1
fetch,vodka,57,52,1
enjoy,part,52,524,1
future,gratification,181,10,1
large,greenish,201,5,1
greenish,wineglass,5,5,1
certain,solemnity,460,11,2
solemnity,cross,11,272,1
intense,suffer,79,221,1
positive,pride,62,127,1
glass,left,159,152,1
suis,malade,13,4,1
malade,tout,4,25,1
mais,ce,31,30,1
trop,mauvais,4,2,1
gentle,feminine,55,25,1
feminine,voice,25,588,2
surprise,saw,347,589,1
dame,et,9,88,2
et,elle,88,5,1
elle,en,5,20,1
en,avait,20,3,1
dark,gown,208,10,1
grey,shawl,40,39,1
attract,stepan,60,525,1
bound,book,58,232,2
mais,je,31,46,1
crois,que,2,37,1
rien,contre,9,1,1
read,renan,561,1,1
house,undertook,888,2,1
strike,stepan,344,525,1
anisim,ivanov,17,1,1
avdotya,sergyevna,119,3,2
petersburg,sweet,323,73,1
marta,sergyevna,1,3,1
leg,fall,119,272,1
honour,life,216,1043,1
anisim,smile,17,734,1
semble,que,2,37,2
tout,le,25,55,1
le,monde,55,3,1
monde,va,3,4,1
va,à,4,22,1
fyodor,matveyevitch,306,6,4
foolish,lot,87,159,1
anisim,listen,17,702,1
merciless,curiosity,11,157,1
man,clutch,2546,61,1
anisim,submit,17,30,1
feel,perplexed,533,15,1
anisim,set,17,420,1
stout,madame,31,247,2
une,dame,15,9,1
et,très,88,7,1
très,comme,7,21,1
comme,il,21,34,5
agreeable,curiosity,42,157,1
gospel,pedlar,41,6,1
petit,morceau,8,1,1
faut,tout,10,25,1
tout,pur,25,1,1
sofya,matveyevna,135,51,51
matveyevna,ulitin,51,1,1
pa,trente,25,5,1
various,place,49,704,1
strange,adventure,548,29,2
ce,malheureux,30,2,1
hateful,recollection,19,47,1
recollection,stir,47,66,1
seem,upset,1349,82,1
saw,anisim,589,17,1
whole,cottage,889,39,1
townsman,ruin,1,138,1
cow,insist,15,134,1
present,arrangement,405,41,1
cry,anisim,1704,17,2
cet,homme,2,9,1
begin,bargain,1745,21,2
last,sofya,1586,135,1
bench,look,75,2970,1
look,deject,2970,12,1
repeat,sofya,363,135,1
et,nouvelle,88,1,1
nouvelle,amie,1,12,1
suis,enchanté,13,2,1
pack,beside,60,231,1
grateful,smile,47,734,1
anisim,help,17,383,1
good,journey,1595,64,1
fyodor,petrovitch,306,331,1
trap,start,16,214,1
le,peuple,55,3,1
jamais,vu,2,2,1
cela,va,8,4,1
est,aussi,50,2,1
aussi,du,2,29,1
du,peuple,29,3,1
mais,le,31,55,2
le,vrai,55,4,1
vrai,peuple,4,3,1
matveyevna,watch,51,300,1
fresh,wind,75,60,1
incomparable,amie,4,12,1
little,book,1465,232,1
très,nouveau,7,2,1
remarkable,book,76,232,1
course,prepare,1125,111,1
à,cette,22,9,2
chère,ingrate,22,1,1
cup,upside,55,7,1
horrid,lump,25,7,1
something,charm,1444,47,1
pour,moi,59,9,1
moi,une,9,15,1
une,femme,15,1,1
lofty,idea,58,798,2
devien,trop,1,4,1
trop,froid,4,1,1
rouble,et,543,88,1
et,voilà,88,1,1
voilà,cet,1,2,1
cet,argent,2,2,1
regular,fever,92,101,1
parce,que,3,37,3
strange,suddenness,548,3,1
suddenness,drop,3,255,1
feverish,shivery,57,1,1
shivery,sleep,1,222,1
twelve,mile,82,41,1
carriage,jolt,179,3,1
trofimovitch,wake,513,148,2
gap,jaws,9,1,1
much,dislike,1227,70,1
great,anxiety,1202,95,5
drive,straight,263,290,2
large,cottage,201,39,1
sleepy,face,7,1410,1
slight,moustache,152,13,1
nous,avon,11,2,1
avon,à,2,22,1
à,parler,22,1,1
beaucoup,à,2,22,1
vous,dire,32,5,1
landlady,listen,98,702,1
listen,grimly,702,8,1
something,menace,1444,21,1
terrible,hurry,241,192,3
provide,dinner,57,124,1
fresh,fish,75,36,1
fish,till,36,389,1
trofimovitch,wave,513,101,1
wrathful,impatience,10,88,1
roast,fowl,3,8,1
landlady,declare,98,226,1
immense,favour,42,54,1
matveyevna,sit,51,1134,1
horrible,lithograph,46,1,1
mythological,subject,3,227,2
corner,face,304,1410,1
several,set,212,420,1
unattractive,mixture,4,9,1
town,element,549,31,1
peasant,tradition,259,16,1
vast,lake,27,29,1
seventy,foot,18,308,2
matveyevna,check,51,56,1
vous,savez,32,5,2
savez,déjà,5,1,1
déjà,mon,1,23,1
mon,nom,23,5,1
anisim,ivanovitch,17,82,1
fear,anyone,204,277,1
living,chiefly,92,32,1
charge,traveller,71,13,1
steamer,stop,17,411,1
day,till,1711,389,1
order,dinner,367,124,1
real,distress,215,69,1
avon,notre,2,7,1
notre,argent,7,2,1
et,après,88,6,1
le,bon,55,10,1
extreme,effort,100,97,1
intellectual,faculty,22,28,1
matveyevna,foresee,51,48,1
fresh,heart,75,897,1
modern,jargon,28,3,1
exaggerated,estimate,20,4,1
essential,part,54,524,1
sweet,enchant,73,13,1
enchant,look,13,2970,1
complete,dissertation,152,3,1
understand,stepan,1051,525,1
evident,misery,96,45,1
humorous,vein,6,9,1
witty,sarcasm,29,13,1
govern,class,6,105,1
grievous,effort,3,97,1
great,wrath,1202,43,4
slight,relief,152,24,1
blush,crimson,115,58,2
rouse,stepan,64,525,1
absolute,ecstasy,66,61,1
begin,fib,1745,7,1
enchant,brunette,13,7,1
european,capital,25,79,1
blonde,lady,5,681,1
blonde,owe,5,90,1
brunette,observe,7,415,1
blonde,girl,5,465,2
mutual,magnanimity,23,4,1
genuine,ecstasy,54,61,1
full,blooming,302,2,1
feverish,dream,57,348,1
hour,shut,508,91,1
night,stepan,587,525,1
nervous,strain,102,35,1
moral,shock,92,52,1
poor,sofya,422,135,1
put,something,1071,1444,2
something,warm,1444,79,1
noble,comme,114,21,1
une,marquise,15,5,1
matveyevna,implore,51,26,1
pure,wantonness,75,4,1
hysterical,remorse,64,35,1
recall,lise,121,154,1
beseech,sofya,45,135,1
morning,drive,497,263,1
votre,livre,9,2,1
something,transitory,1444,1,1
continual,state,43,248,1
matveyevna,ask,51,1621,1
suis,si,13,19,2
si,malade,19,4,1
mais,rien,31,9,1
future,fortune,181,92,1
thing,saith,1295,13,1
true,witness,475,184,1
thy,work,66,382,2
thou,wert,169,1,1
wert,cold,1,167,1
art,lukewarm,38,5,1
spue,thee,1,86,1
thou,sayest,169,1,1
thou,knowest,169,5,3
grand,passage,48,114,1
lip,twitch,260,35,4
pester,sofya,19,135,1
man,insist,2546,134,1
invalid,point,49,586,1
supercilious,smile,14,734,1
little,bag,1465,67,19
man,persist,2546,58,2
matveyevna,try,51,630,1
ask,sofya,1621,135,2
devil,enter,160,276,1
extraordinary,passage,177,114,1
foul,contagion,8,1,1
cette,russie,9,3,1
russie,que,3,37,1
lunatic,possess,14,69,1
avec,lui,7,4,1
comprendrez,après,2,6,2
matveyevna,sat,51,38,1
sat,beside,38,231,2
morning,stepan,497,525,1
trofimovitch,return,513,331,1
un,lac,51,1,1
cottage,door,39,750,1
great,hubbub,1202,7,1
carriage,draw,179,258,2
simple,way,120,1198,2
peasant,walk,259,563,1
ustyevo,accompany,8,74,1
fugitive,friend,1,606,1
peremptory,voice,9,588,1
voice,resound,588,7,1
reach,spasov,258,19,1
vile,hussy,44,7,1
familiar,sound,56,175,1
sound,overwhelm,175,53,1
overwhelm,stepan,53,525,1
predatory,look,1,2970,1
ferocious,irony,4,33,1
real,life,215,1043,21
je,prêcherai,46,1,1
old,reprobate,1356,2,2
ange,pour,3,59,1
loud,noise,110,45,1
petrovna,push,507,73,1
loud,cry,110,1704,3
dasha,fly,54,248,1
petrovna,pounce,507,27,1
trofimovitch,clutch,513,61,1
clutch,varvara,61,474,1
trofimovitch,murmur,513,91,1
address,sofya,262,135,1
matveyevna,hurry,51,192,1
little,till,1465,389,1
trofimovitch,hold,513,550,1
vous,aimais,32,3,3
aimais,toute,3,4,1
terrible,whisper,241,324,1
worthless,man,29,2546,1
furious,whisper,43,324,1
general,bustle,935,17,2
un,thé,51,1,1
il,est,34,50,2
tell,dasha,2482,54,1
matveyevna,begin,51,1745,1
matveyevna,tell,51,2482,1
brief,account,58,254,1
petrovna,listen,507,702,1
petrovna,encourage,507,33,1
understood,something,75,1444,3
matveyevna,flush,51,129,1
notice,varvara,475,474,1
complete,dissimilarity,152,1,1
grand,lady,48,681,1
petrovna,rap,507,17,1
great,fright,1202,36,1
intellectual,gentleman,22,637,1
petrovna,shout,507,407,1
matveyevna,stammer,51,25,1
matveyevna,bring,51,817,1
doctor,salzfish,263,5,2
tear,look,449,2970,1
proper,respect,45,257,2
priest,spoke,96,21,1
sit,round,1134,493,3
sinful,day,15,1711,1
sole,refuge,16,13,1
eternal,bliss,49,12,1
bliss,promise,12,182,1
trofimovitch,seem,513,1349,1
subtle,smile,24,734,3
mon,père,23,2,1
vous,remercie,32,1,1
remercie,et,1,88,1
bien,bon,9,10,1
trofimovitch,smile,513,734,1
artistic,responsiveness,16,1,1
flat,contradiction,113,16,1
former,conviction,104,132,1
petrovna,implore,507,26,1
menti,toute,1,4,1
petrovna,burst,507,159,1
seize,sofya,202,135,1
extraordinary,rush,177,282,1
present,idea,405,798,1
exist,something,150,1444,2
tender,ecstasy,44,61,1
personal,happiness,84,129,1
serene,happiness,13,129,1
essential,condition,54,163,1
human,existence,100,79,2
little,planet,1465,8,1
infinite,idea,34,798,1
need,something,499,1444,1
trofimovitch,die,513,426,1
service,perform,186,31,1
latter,refuse,312,197,1
salzfish,observe,5,415,1
petrovna,snap,507,49,1
luckless,marya,18,125,1
ignatyevna,wake,45,148,1
daylight,ran,26,31,1
fetch,arina,57,44,1
meantime,arina,26,44,1
deed,perpetrate,51,13,1
terrible,state,241,248,2
convulsive,sob,8,83,2
clear,thing,282,1295,1
suspicious,paper,46,240,1
frantic,whisper,39,324,1
general,benefit,935,53,1
throw,round,329,493,1
read,kirillov,561,251,2
damp,morning,25,497,1
cold,mud,167,24,1
last,begin,1586,1745,1
third,door,156,750,1
call,titov,660,2,1
great,flutter,1202,16,2
titov,household,2,46,1
question,marya,897,125,1
sensible,account,67,254,1
terrible,death,241,260,1
lead,astray,267,11,1
murder,shatov,412,433,1
puzzle,anyone,21,277,1
lead,thither,267,6,1
extraordinary,carelessness,177,13,1
carelessness,overlook,13,28,1
medical,examination,24,29,1
certain,deduction,460,10,1
rouse,immediate,64,26,1
immediate,suspicion,26,133,1
become,evident,598,96,5
active,search,28,87,1
disconnect,theory,12,71,1
end,begin,622,1745,1
watch,lyamshin,300,83,1
authority,till,76,389,1
remain,lock,302,121,1
till,midday,389,14,1
floor,cry,177,1704,1
official,stand,113,1039,1
unnecessary,information,27,69,1
present,thing,405,1295,1
many,murder,532,412,1
destroy,society,56,245,1
intense,eagerness,79,20,1
complete,network,152,12,1
gather,recruit,58,7,1
town,pyotr,549,834,1
systematic,disorder,4,34,1
use,hereafter,663,8,1
many,quintet,532,32,1
immense,number,42,120,1
future,activity,181,18,1
single,stop,73,411,1
provocation,volunteer,2,8,1
exonerate,nikolay,2,518,1
absurd,hope,109,240,1
story,nikolay,386,518,1
subtle,aim,24,82,1
shallow,confidence,17,51,1
rouse,nothing,64,1567,1
generous,heart,71,897,3
different,capacity,259,24,1
lyamshin,admit,83,224,1
exonerate,stavrogin,2,286,1
second,degree,304,88,1
exaggerated,conception,20,20,1
arrest,virginsky,77,109,1
political,method,35,39,1
judge,try,174,630,1
fanatical,victim,3,46,1
small,salary,185,27,1
ail,woman,4,1047,1
ground,implore,189,26,1
implore,mercy,26,83,1
time,hunt,2625,17,1
petersburg,drunk,323,203,1
approach,trial,156,84,2
liputin,seem,235,1349,1
moral,quality,92,33,2
forget,anyone,458,277,1
old,madame,1356,247,1
gloomy,story,102,386,1
petrovna,stay,507,341,1
accumulate,news,9,135,1
news,break,135,397,1
terrible,shock,241,52,1
mysterious,air,76,292,3
air,hand,292,1662,1
unknown,person,67,382,1
pavlovna,gaze,59,289,1
letter,word,544,1439,1
slight,correction,152,6,1
russian,aristocrat,346,10,1
russian,grammar,346,5,1
european,education,25,80,2
dear,darya,480,62,1
twelve,thousand,82,614,8
dull,place,37,704,1
narrow,valley,42,3,1
mountain,restrict,38,2,1
horrible,meanness,46,20,1
hate,anything,91,796,1
seem,infinite,1349,34,1
desire,evil,235,75,2
feel,pleasure,533,121,1
share,anything,60,796,1
dear,friend,480,606,11
tender,heart,44,897,1
much,love,1227,1234,2
beautiful,soul,100,341,1
brother,tell,548,2482,3
nasty,insect,65,23,1
show,greatness,660,12,1
last,deception,1586,17,1
endless,series,11,11,1
deceive,oneself,112,38,2
ask,dasha,1621,54,1
answer,dasha,818,54,1
begin,pack,1745,60,2
time,alexey,2625,226,1
yegorytch,conclude,31,105,1
significant,expression,14,318,1
petrovna,set,507,420,1
fomushka,venture,4,80,1
several,servant,212,214,1
someone,suggest,187,92,1
narrow,wooden,42,50,1
wooden,ladder,50,11,1
petrovna,rush,507,282,1
large,nail,201,35,1
strong,silk,176,37,1
silk,cord,37,10,2
everything,prove,811,161,2
person,introduce,382,77,1
cause,owe,243,90,1
second,fragment,304,10,1
actual,note,38,456,1
unattractive,man,4,2546,1
respect,medicine,257,24,1
spiteful,official,64,113,2
poor,jest,422,41,1
petitioner,use,4,663,1
felt,intense,657,79,1
acute,spleen,18,10,1
scar,sparrow,23,6,1
become,spiteful,598,64,2
many,element,532,31,1
opposite,element,88,31,1
express,remorse,205,35,1
become,anything,598,796,3
useless,consolation,32,24,1
nineteenth,century,9,50,7
characterless,creature,1,189,1
active,man,28,2546,2
limited,creature,8,189,1
whole,lifetime,889,15,2
mirthful,person,4,382,1
collegiate,assessor,2,4,1
nasty,smell,65,30,1
petersburg,climate,323,7,1
experienced,counsellor,14,6,1
man,speak,2546,1198,2
everyday,need,16,499,1
ordinary,human,92,100,2
human,consciousness,100,85,1
unhappy,nineteenth,142,9,1
inhabit,petersburg,6,323,1
intentional,town,12,549,1
whole,terrestrial,889,1,1
terrestrial,globe,1,5,1
unintentional,town,4,549,1
direct,person,81,382,2
depravity,pass,11,521,1
despicable,enjoyment,15,54,1
disgust,petersburg,65,323,1
petersburg,night,323,587,2
loathsome,action,44,157,1
bitterness,turn,11,1279,1
real,enjoyment,215,54,2
intense,consciousness,79,85,1
feel,oneself,533,38,1
last,barrier,1586,17,1
fundamental,law,21,141,1
direct,result,81,48,1
acute,consciousness,18,85,3
peculiar,sort,99,699,1
dash,straight,42,290,1
tender,mother,44,762,1
mother,nature,762,225,1
nature,wish,225,368,1
man,till,2546,389,1
exaggerated,consciousness,20,85,1
conscious,mouse,92,21,1
et,caetera,88,2,2
feel,insult,533,200,3
great,accumulation,1202,10,1
nasty,desire,65,235,1
innate,stupidity,5,45,1
justice,pure,81,75,1
fundamental,nastiness,21,9,1
luckless,mouse,18,21,1
unsettled,question,2,897,1
fatal,brew,67,3,1
contempt,spat,125,23,1
healthy,side,16,427,1
side,ache,427,58,2
underground,home,31,469,1
ridicule,mouse,16,21,1
become,absorb,598,28,1
ignominious,detail,4,153,1
forgive,nothing,359,1567,1
trivial,way,39,1198,1
interest,accumulate,272,9,1
abominable,half,12,387,1
half,despair,387,172,1
half,belief,387,35,1
conscious,bury,92,58,1
bury,oneself,58,38,1
doubtful,hopelessness,15,5,1
unsatisfied,desire,3,235,1
desire,turn,235,1279,1
turn,inward,1279,11,1
resolution,determine,32,74,1
strange,enjoyment,548,54,1
speak,lie,1198,568,1
strong,nerve,176,38,2
single,atom,73,7,1
extreme,interest,100,272,2
continue,calmly,234,50,2
calmly,concern,50,105,1
concern,person,105,382,1
certain,refinement,460,15,1
gentleman,bellow,637,5,1
great,credit,1202,32,3
impossible,mean,241,1062,1
try,refute,630,4,1
logical,combination,25,8,1
silent,impotence,291,9,1
luxurious,inertia,8,6,1
feel,vindictive,533,19,1
candid,moan,26,42,1
malignant,moan,28,42,1
feel,enjoyment,533,54,1
moan,express,42,205,1
complete,slavery,152,11,1
someone,wish,187,368,1
mortal,insult,14,200,3
century,suffer,50,221,1
coarse,peasant,48,259,1
man,affect,2546,50,1
european,civilisation,25,5,1
national,element,27,31,1
moan,become,42,598,1
voluptuous,pleasure,6,121,1
house,awake,888,53,1
stay,awake,341,53,1
nasty,person,65,382,1
despicable,moan,15,42,1
perception,respect,3,257,1
mawkish,kind,4,278,1
life,offend,1043,92,1
revolt,lie,34,568,1
affected,lie,12,568,1
hand,fold,1662,34,3
begin,cut,1745,174,2
cut,caper,174,4,1
invent,adventure,58,29,1
bring,oneself,817,38,1
faint,stir,89,66,1
orthodox,way,15,1198,1
inertia,overcame,6,4,1
legitimate,fruit,6,15,1
secondary,cause,10,243,1
way,persuade,1198,125,1
infallible,foundation,4,37,1
primary,cause,8,243,5
man,revenge,2546,53,1
revenge,calmly,53,50,1
honest,thing,106,1295,1
chemical,disintegration,4,1,1
object,fly,267,248,1
reason,evaporate,479,3,1
wrong,become,184,598,1
repel,consciousness,9,85,1
begin,despise,1745,114,1
vexatious,babbler,6,3,1
sole,vocation,16,6,1
vi,oh,33,1118,1
positive,virtue,62,41,1
triumphant,conscience,30,115,1
everything,sublime,811,20,1
unquestionable,trash,2,8,1
exude,tear,1,449,1
wet,sponge,72,4,1
picture,worthy,115,57,2
claim,respect,43,257,1
persecute,anyone,10,277,1
good,round,1595,493,1
treble,chin,3,25,1
negative,age,5,157,1
golden,dream,16,348,1
normal,interest,37,272,6
real,advantage,215,94,1
innocent,child,102,758,1
real,interest,215,272,1
meet,peril,508,3,1
beaten,track,6,18,1
perfect,accuracy,104,7,1
man,consist,2546,47,1
certain,case,460,516,3
whole,principle,889,52,1
principle,fall,52,272,1
perfect,certainty,104,25,1
whole,register,889,2,1
human,advantage,100,94,2
statistical,figure,1,123,1
absolute,madman,66,52,1
great,matter,1202,609,3
strange,advantage,548,94,1
true,significance,475,32,1
direct,opposition,81,19,1
compound,personality,2,26,1
great,advantage,1202,94,1
advantageous,advantage,15,94,3
useful,thing,21,1295,1
system,construct,41,5,1
upset,everything,82,811,1
fine,system,120,41,1
logical,exercise,25,20,2
civilisation,mankind,5,66,1
mankind,become,66,598,1
abstract,deduction,10,10,1
merry,way,44,1198,1
eternal,union,49,13,1
great,capacity,1202,24,1
subtle,slaughterer,24,1,1
case,civilisation,516,5,1
saw,justice,589,81,1
peace,exterminate,90,1,1
think,proper,2317,45,1
roman,history,30,66,1
stick,gold,84,74,1
gold,pin,74,23,2
derive,gratification,6,10,1
barbarous,time,5,2625,2
barbarous,age,5,157,1
normal,direction,37,73,1
teach,man,93,2546,1
superfluous,luxury,16,16,1
human,action,100,157,1
tabulate,accord,2,109,1
encyclopaedic,lexicon,1,1,1
economic,relation,8,169,1
mathematical,exactitude,13,2,1
possible,question,290,897,1
possible,answer,290,818,1
halcyon,day,1,1711,1
hand,everything,1662,811,1
course,boredom,1125,8,1
boredom,set,8,420,1
golden,pin,16,23,1
general,prosperity,935,9,1
arm,akimbo,291,2,2
good,kick,1595,45,1
whole,show,889,660,1
scatter,rationalism,22,1,1
foolish,reason,87,479,1
advantage,dictate,94,23,1
unfettered,choice,1,40,1
fancy,work,331,382,1
virtuous,choice,18,40,1
advantageous,choice,15,40,1
analyse,man,6,2546,1
call,freedom,660,94,1
choice,depend,40,61,1
day,discover,1711,81,1
feel,desire,533,235,1
false,view,67,164,1
choose,absolute,96,66,1
absolute,nonsense,66,277,1
easy,mean,99,1062,1
suppose,advantage,347,94,1
longer,exist,89,150,2
impossible,retain,241,15,1
table,construct,520,5,1
year,beforehand,871,109,1
circumstance,nature,195,225,1
chemical,retort,4,32,1
year,underground,871,31,2
rational,side,22,427,1
whole,human,889,100,2
life,include,1043,29,1
include,reason,29,479,1
extract,square,13,27,1
square,root,27,36,1
poor,comfort,422,102,1
nature,act,225,191,1
developed,man,7,2546,1
future,man,181,2546,1
desire,anything,235,796,1
obvious,harm,32,62,1
sound,conclusion,175,113,1
reason,concern,479,105,1
ungrateful,biped,20,1,1
bad,defect,376,4,2
moral,obliquity,92,3,3
grand,spectacle,48,45,1
dress,uniform,285,29,1
word,stick,1439,84,1
odd,thing,22,1295,2
queer,trick,44,40,1
strange,quality,548,33,1
economic,prosperity,8,9,1
eat,cake,114,6,1
sheer,ingratitude,16,9,2
sheer,spite,16,337,1
nasty,trick,65,40,2
fatal,rubbish,67,27,1
uneconomical,absurdity,1,30,1
fantastic,element,60,31,1
fantastic,dream,60,348,4
desire,nothing,235,1567,3
something,perverse,1444,5,1
simple,ingratitude,120,9,1
contrive,destruction,12,23,1
primary,distinction,8,27,1
whole,work,889,382,1
ix,gentleman,15,637,1
reform,man,32,2546,1
interest,guarantee,272,17,1
creative,animal,1,27,1
new,road,511,111,1
despise,engineering,114,1,1
fatal,idleness,67,10,1
passionate,love,38,1234,2
love,chaos,1234,15,1
love,build,1234,68,1
different,taste,259,59,2
marvellous,edifice,10,10,1
respectable,race,56,30,1
ant,begin,4,1745,1
incongruous,creature,18,189,1
chess,player,2,14,1
strive,lie,31,568,1
incessant,process,9,20,1
mathematical,certainty,13,25,5
traverse,ocean,2,7,1
comical,creature,10,189,1
pert,coxcomb,2,3,1
akimbo,bar,2,19,1
regard,advantage,116,94,1
love,something,1234,1444,1
personal,opinion,84,251,2
smash,thing,15,1295,1
suffer,mean,221,1062,1
mean,doubt,1062,343,1
sole,origin,16,16,1
great,misfortune,1202,38,1
man,prize,2546,16,1
idle,dream,18,348,1
irrational,habit,5,86,1
desire,exist,235,150,1
recur,zero,13,39,1
dentist,hang,2,156,1
discuss,thing,55,1295,1
underground,hole,31,36,2
sole,reason,16,479,1
whole,purpose,889,224,1
underground,folk,31,18,1
sit,forty,1134,87,1
conscious,inertia,92,6,1
cease,envy,106,29,1
underground,life,31,1043,1
damn,underground,140,31,1
logical,tangle,25,11,1
impudent,thing,29,1295,1
continual,alarm,43,205,1
literary,value,66,59,1
mind,work,851,382,1
genuine,consciousness,54,85,1
pure,heart,75,897,4
year,listen,871,702,1
literary,form,66,195,1
thing,store,1295,28,1
true,autobiography,475,2,1
sheer,vanity,16,69,1
regular,crime,92,165,1
heine,judged,5,2,1
address,reader,262,53,1
jot,thing,4,1295,2
whole,psychology,889,27,1
actual,relief,38,24,1
distant,past,40,187,1
remain,haunt,302,42,1
annoy,tune,64,9,1
fall,today,272,80,1
fall,snow,272,37,1
ii,à,56,22,1
à,propos,22,3,1
dark,error,208,22,1
passionate,exhortation,38,9,1
wrench,thy,3,66,1
thy,faint,66,89,1
faint,spirit,89,146,1
writhe,prone,10,5,1
thine,affliction,7,3,1
affliction,thou,3,169,1
